household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
nmarrier@ontomedia.com	3	Rapweror	Supsapefin	air_handler	heatpump			21.4	44.7				5452
nmatuszak@golddex.com	1	Dopnipaquistor		air_handler	air_conditioner,heatpump	5.2		25.1	54.1				9949
nmatuszak@golddex.com	2	Monwerexan International Corp.	Zeesipupower	air_handler	heatpump,air_conditioner	2.4		26.5	35.6				7584
nmatuszak@golddex.com	3	Endbanilentor Direct		air_handler	heatpump			13.1	40.4				6017
nmatuszak@golddex.com	4	Unwerpegicator WorldWide		air_handler	heater,heatpump		electric	22.3	35.6				10013
nmaynerich@funholding.com	1	Thrujubepazz International Company	Supbanimicator	air_handler	heater		gas						6125
nmcrae@xx-holding.com	1	Hapweristor Holdings	Winvenamex	air_handler	heatpump			25.4	40.7				6309
nmcrae@xx-holding.com	2	Thruwerpicax International Group	Barweror	water_heater						electric	39.6	221	6648
nmcrae@xx-holding.com	3	Emdimazz Group		air_handler	heater,air_conditioner	5.2	electric						10344
nmiceli@green-plus.com	1	Suppickor	Ciperupicator	air_handler	air_conditioner	4.3							15673
nmontezuma@iselectrics.com	1	Supericator WorldWide Company	Bartumover	air_handler	heater		gas						5076
nmontezuma@iselectrics.com	2	Tipwerimentor Holdings		water_heater						electric	65.7	107	5845
nmontezuma@iselectrics.com	3	Grodimefantor	Varmunollistor	air_handler	air_conditioner,heater	3.3	gas						7642
nmontezuma@iselectrics.com	4	Supfropefex Holdings Company	Emcadollex	air_handler	heatpump			24.2	35.9				5472
nmontezuma@mathtouch.com	1	Parhupar		air_handler	heatpump			23.6	51.5				12262
nmontezuma@mathtouch.com	2	Monquestazz	Dopsipin	water_heater						gas	100.2	92	8626
nmontezuma@mathtouch.com	3	Updudentor		water_heater						gas	33.1	175	8944
nmontezuma@mathtouch.com	4	Thrutinepin Holdings Company		air_handler	air_conditioner	13.9							10141
nnestle@zoomit.com	1	Trupebin Holdings Group	Varglibilex	air_handler	air_conditioner,heater	1.7	electric						5946
nnicolozakes@hottechi.com	1	Thrumunollover WorldWide	Hapvenantor	air_handler	heatpump,heater,air_conditioner	2.8	fuel oil	23.3	44.4				9234
nnunlee@plusstrip.com	1	Endzapplin International Inc	Varglibopax	air_handler	heater		electric						6774
nnunlee@plusstrip.com	2	Tuprobollicator WorldWide	Supnipentor	air_handler	air_conditioner	1.8							7246
nnunlee@plusstrip.com	3	Varerantor Direct	Klinipewex	water_heater						electric	18.8	141	6663
nnunlee@plusstrip.com	4	Uptanistor WorldWide Company	Tipjubupower	air_handler	air_conditioner	1.7							7789
nohms@golddex.com	1	Endbanilentor Direct	Froerupover	air_handler	heatpump			25.7	32.4				6197
nparlato@goodsilron.com	1	Raprobaquicator Company		air_handler	heatpump			24.5	42.9				7609
nparlato@goodsilron.com	2	Resapan Company	Upquestplentor	air_handler	air_conditioner	1.7							7278
nparlato@goodsilron.com	3	Surquestilistor Corp.	Barmunplor	air_handler	air_conditioner	2.0							6066
nparlato@goodsilron.com	4	Adtumommin Inc	Zeejubedex	water_heater						gas	15.1	112	7093
nparlato@goodsilron.com	5	Thruweraquicator Holdings	Frotanilantor	water_heater						gas	18.1	109	7640
nparlato@goodsilron.com	6	Winrobupex WorldWide	Truzapexower	air_handler	heater		fuel oil						7164
nparlato@goodsilron.com	7	Rapbanollax Holdings Corp.	Haptumanan	air_handler	air_conditioner	1.6							7086
nparvis@donquadtech.com	1	Hapdimamex WorldWide		air_handler	air_conditioner	1.2							5656
nparvis@donquadtech.com	2	Ciptumicover Holdings	Zeerobewin	air_handler	heatpump			17.6	37.5				4376
nparvis@donquadtech.com	3	Adpickover International	Inweregor	air_handler	air_conditioner,heater	6.2	electric						7116
npaulas@donware.com	1	Upwerefower International	Grodudex	air_handler	heatpump			17.3	33.5				6404
npaulas@donware.com	2	Insipollover Holdings	Emeradax	air_handler	heatpump			20.9	43.4				6956
npaulas@donware.com	3	Monquestewazz	Rapzapilicator	air_handler	air_conditioner	2.1							7942
nperin@bioholding.com	1	Upquestistor Holdings	Tupsipistor	air_handler	air_conditioner	1.6							3973
nperin@bioholding.com	2	Dopveninentor Holdings	Monerupax	air_handler	heater		electric						3889
nperin@bioholding.com	3	Barcadantor Direct		air_handler	heatpump,air_conditioner,heater	2.2	gas	22.1	32.4				7110
nplumer@finhigh.com	1	Dopnipaquistor	Montinupover	air_handler	air_conditioner	2.7							9191
nplumer@finhigh.com	2	Zeetanazz		air_handler	heatpump			28.0	43.0				10398
nplumer@finhigh.com	3	Adkilicator WorldWide Company	Dopcadicator	water_heater						electric	43.9	102	13142
nplumer@finhigh.com	4	Varnipantor Holdings		air_handler	air_conditioner	5.9							13182
nreiber@konex.com	1	Dopwerpin	Barquestistor	air_handler	air_conditioner	2.0							8110
nreiber@konex.com	2	Surtanover Direct Group	Rapzapex	air_handler	heatpump			25.9	48.3				8858
nreiber@konex.com	3	Undudower WorldWide	Bartumopar	air_handler	heater		electric						7655
nreiber@konex.com	4	Doptanin Direct Group	Rappickantor	water_heater						thermosolar	62.7	151	9290
nriden@iselectrics.com	1	Grocadan WorldWide Company	Frofropplover	water_heater						electric	44.5	98	5596
nriden@iselectrics.com	2	Uptumex International	Emdudentor	air_handler	air_conditioner	6.7							5939
nriden@iselectrics.com	3	Rapzapadistor Direct Group	Adsipefin	air_handler	air_conditioner,heatpump	2.1		17.0	46.3				10337
nriden@iselectrics.com	4	Injuban	Hapvenicover	air_handler	heater		electric						5127
nryser@rangreen.com	1	Barvenackax Direct Company	Updudax	air_handler	heater		gas						14807
nryser@scotfind.com	1	Adsapantor Direct Corp.		air_handler	heatpump			23.4	56.6				6199
nryser@scotfind.com	2	Cippebollower WorldWide	Retanexax	air_handler	air_conditioner	4.7							5702
nryser@scotfind.com	3	Emsapower WorldWide	Haptanor	air_handler	air_conditioner,heatpump	2.9		16.9	39.5				14035
nschmaltz@betatech.com	1	Qwidimommazz Holdings Corp.		air_handler	heater		electric						3044
nschmaltz@betatech.com	2	Qwicadegazz Holdings Group	Thruquestadover	air_handler	heater		gas						2128
nschmaltz@betatech.com	3	Rekilantor Group	Uphupican	air_handler	air_conditioner	1.5							1800
nschmierer@zencorporation.com	1	Adtumegax	Ciprobentor	air_handler	heatpump			16.8	36.2				9654
nscriven@kan-code.com	1	Cippebentor WorldWide		air_handler	heatpump			21.3	47.5				9516
nscriven@kan-code.com	2	Indimplover Inc	Rerobanantor	air_handler	heatpump			17.9	57.6				10624
nscriven@kan-code.com	3	Tupvenin Direct Inc	Parfropepex	water_heater						gas	75.8		10868
nscriven@kan-code.com	4	Grojubinentor Direct Group	Thruquestadover	air_handler	heater		electric						11215
nscriven@kan-code.com	5	Barpebistor WorldWide	Dopmunanicator	water_heater						thermosolar	63.2	100	9199
nscriven@kan-code.com	6	Remunedicator	Hapfropupazz	air_handler	heater		electric						10877
nsetter@plusstrip.com	1	Suphupegover WorldWide		air_handler	heatpump			23.1	41.8				4071
nsetter@plusstrip.com	2	Qwiglibin Holdings	Lombanonicator	air_handler	heatpump			18.5	44.5				3289
nsetter@plusstrip.com	3	Fropebollax WorldWide Group	Cipcadistor	air_handler	heater		fuel oil						2682
nsetter@plusstrip.com	4	Dopquestan WorldWide		air_handler	heater		gas						3549
nshields@j-texon.com	1	Remunar International		air_handler	air_conditioner	4.5							5715
nshields@j-texon.com	2	Bartinex Direct	Windimor	air_handler	heater		fuel oil						5442
nshields@j-texon.com	3	Hapweristor Holdings		water_heater						electric	38.3	137	4964
nshinko@iselectrics.com	1	Monnipistor	Grosipazz	air_handler	heater		electric						9040
nshinko@iselectrics.com	2	Unsipexar WorldWide	Tipsapommicator	water_heater						electric	47.4	99	11435
nshinko@iselectrics.com	3	Qwiweran	Varcadedgantor	air_handler	heatpump			12.9	39.7				10162
nshinko@y-corporation.com	1	Parwerupor Corp.	Zeetumover	water_heater						electric	40.1		9747
nshinko@y-corporation.com	2	Cipsapex	Suptumilor	air_handler	heatpump			16.6	46.6				9049
nshinko@y-corporation.com	3	Tupfropilower WorldWide		water_heater						electric	15.0	93	9151
nsimilton@kan-code.com	1	Unpickex Direct	Untinegar	air_handler	air_conditioner	2.7							6099
nsimilton@kan-code.com	2	Winpickentor WorldWide Group	Winpebilistor	air_handler	heater		gas						6536
nsimilton@kan-code.com	3	Endpickaquower International	Surkilplistor	air_handler	heater,heatpump		electric	22.4	45.1				10404
nspringe@conecom.com	1	Unzapistor International Company	Grohuponantor	air_handler	heatpump			21.7	60.7				13562
nstaback@donware.com	1	Renipin	Monsipedax	air_handler	heater		electric						5924
nstaback@donware.com	2	Trurobax Direct Company	Upnipazz	water_heater						heat pump	60.2		6784
nstaback@donware.com	3	Reglibedgower	Trukilan	air_handler	heater		gas						6082
nstenseth@scottech.com	1	Bareredgantor Holdings Group	Thrududicantor	air_handler	heater		electric						7142
nstenseth@scottech.com	2	Lomwerpar WorldWide Inc	Tipbanplentor	air_handler	air_conditioner	1.4							6838
nstenseth@scottech.com	3	Varerantor Direct	Montumax	air_handler	heater		gas						7187
nsweely@isdom.com	1	Barsipicar Holdings Inc	Ciprobollentor	air_handler	heater		gas						8379
nsweely@isdom.com	2	Inquestaquover WorldWide	Unbanimor	air_handler	air_conditioner	2.5							8246
nsweely@isdom.com	3	Klimunegex Holdings Inc	Inzapexar	air_handler	heater,air_conditioner	17.1	gas						15286
nsyrop@finhigh.com	1	Cipnipefistor International	Klipickefor	air_handler	heater		electric						4532
nsyrop@finhigh.com	2	Qwiwerpistor WorldWide	Remunax	air_handler	heatpump			24.7	24.7				3138
nsyrop@finhigh.com	3	Zeenipentor	Windudplistor	air_handler	air_conditioner	1.5							3423
nvanheusen@rangreen.com	1	Supjubopistor Holdings Group	Parkilexin	air_handler	heater		gas						5068
nvanheusen@rangreen.com	2	Unquestewan Direct		air_handler	air_conditioner	1.8							6760
nvanheusen@rangreen.com	3	Barsipegistor Company	Monvenentor	air_handler	heater		gas						7651
nventura@domzoom.com	1	Montinor International Group	Truquestplan	air_handler	heater		electric						5585
nventura@domzoom.com	2	Unzapicicator Holdings	Lompebover	air_handler	heatpump			20.0	52.7				7222
nventura@domzoom.com	3	Surzapommor Direct	Inglibover	air_handler	heatpump			26.7	47.5				6566
nvocelka@scottech.com	1	Trueregentor Holdings Group	Vartumefantor	air_handler	air_conditioner	2.1							7616
nvocelka@scottech.com	2	Supwerpommover International Corp.	Zeevenover	air_handler	heatpump			24.8	41.6				3971
nvocelka@scottech.com	3	Rapweregicator International	Dopglibeficator	water_heater						gas	11.5	121	7912
nvocelka@scottech.com	4	Suppebazz	Dopwerewazz	air_handler	heatpump			22.8	53.7				7237
nvocelka@scottech.com	5	Barnipentor	Varvenower	water_heater						electric	51.5	92	6986
nvocelka@scottech.com	6	Grosapax Company	Cipsapicator	air_handler	heater		electric						7451
nwalthall@donquadtech.com	1	Adsapantor Direct Corp.	Dopfropover	air_handler	heatpump			28.8	46.2				8676
nwalthall@donquadtech.com	2	Supsapentor	Rapcadedgar	water_heater						heat pump	15.4	111	7965
nwalthall@donquadtech.com	3	Zeepickamower WorldWide Company	Bareror	water_heater						gas	46.0		7268
nwalthall@openlane.com	1	Bartaneficator WorldWide	Hapzapar	air_handler	heater		gas						13794
nwalthall@openlane.com	2	Adjubilex Holdings Corp.	Rappickplicator	air_handler	heatpump			18.7	44.7				10202
nwalthall@openlane.com	3	Grosipamor	Froquestonazz	air_handler	heater		electric						8802
nweight@faxquote.com	1	Unnipicator Corp.	Zeeglibonar	air_handler	air_conditioner	4.4							17164
nweight@stanredtax.com	1	Montanilax International Corp.		air_handler	heatpump			25.9	36.0				8706
nweight@stanredtax.com	2	Emfropicator International Corp.	Unpebackex	water_heater						thermosolar	51.8	199	5545
nweight@stanredtax.com	3	Cipsapex		air_handler	air_conditioner	1.5							6667
nweight@stanredtax.com	4	Uphupentor Holdings	Tupnipazz	air_handler	air_conditioner,heater	3.4	gas						10389
nweight@stanredtax.com	5	Lomrobopower WorldWide	Varwerpinicator	air_handler	heatpump,heater		electric	25.3	46.8				8997
nweight@stanredtax.com	6	Tupwerpin WorldWide	Endsapaquistor	air_handler	air_conditioner	5.7							7378
nwildfong@conecom.com	1	Insipexicator WorldWide Corp.	Tupwerpax	air_handler	air_conditioner	1.3							3748
nwildfong@conecom.com	2	Surtinazz Inc	Addudefistor	water_heater						gas	49.0		5471
nwildfong@conecom.com	3	Barrobax		water_heater						thermosolar	16.9		4295
nwildfong@conecom.com	4	Grohupefantor International Company	Monglibower	air_handler	air_conditioner	1.1							4566
nwildfong@conecom.com	5	Surrobin Inc	Grokilin	air_handler	heater		electric						3768
nwildfong@conecom.com	6	Tupfropilower WorldWide		air_handler	air_conditioner	2.9							5178
nwolfgramm@betasoloin.com	1	Barquestollicator	Tuptinefantor	air_handler	air_conditioner	0.8							1154
nwolfgramm@betasoloin.com	2	Endmunewicator Group	Endtanar	air_handler	air_conditioner,heater	2.6	electric						2067
nwolfgramm@betasoloin.com	3	Tipjubepover	Trudimeficator	air_handler	air_conditioner,heater	1.0	electric						1188
nwolny@plussunin.com	1	Uneran International	Thrujubower	air_handler	air_conditioner	1.5							7644
nwolny@plussunin.com	2	Monrobor Direct	Happebamor	air_handler	heatpump			23.8	36.5				6288
nwolny@plussunin.com	3	Qwiglibplicator WorldWide Corp.	Trutanexistor	water_heater						electric	52.1	102	4781
nzane@faxquote.com	1	Klikilar Holdings	Qwiwerex	water_heater						gas	35.1	160	6870
nzane@faxquote.com	2	Tipsapopex WorldWide		air_handler	air_conditioner	12.6							6396
nzane@faxquote.com	3	Inkilex	Zeeericator	air_handler	air_conditioner	1.4							5836
nzane@faxquote.com	4	Varpebewicator Direct	Truzapover	water_heater						thermosolar	29.4	110	5499
nzepp@stanredtax.com	1	Qwiwerpistor WorldWide	Tuperefantor	air_handler	heatpump			26.9	46.0				8692
nzepp@stanredtax.com	2	Trubanilex	Zeebanor	water_heater						gas	41.4		7159
nzepp@stanredtax.com	3	Tipdimex Inc	Varwerpommor	air_handler	air_conditioner	11.2							7765
oblunk@statholdings.com	1	Varkilantor International	Froweronentor	air_handler	heatpump			17.9	39.9				14331
ocork@yearin.com	1	Lomnipover	Tupglibex	water_heater						thermosolar	70.3	92	7336
ocork@yearin.com	2	Winsapplover	Fropickar	air_handler	heatpump			22.5	43.3				8049
ocork@yearin.com	3	Upjubazz Direct Company		air_handler	heatpump			17.2	34.7				7922
ocryer@xx-zobam.com	1	Rapsipupor International Company	Qwinipegentor	air_handler	air_conditioner	9.1							11184
odinos@betatech.com	1	Grorobiman	Inquestepistor	air_handler	heatpump			19.1	50.9				5724
odinos@betatech.com	2	Parnipan Holdings	Vartinefentor	air_handler	heatpump,air_conditioner	2.6		22.6	39.9				10615
odinos@betatech.com	3	Montanilax International Corp.	Cipfropewover	air_handler	heatpump			22.9	38.8				6794
odinos@betatech.com	4	Hapglibadantor	Refropegex	air_handler	heater		electric						6073
oeroman@donware.com	1	Grosipover Direct	Hapsapepicator	air_handler	air_conditioner	3.6							5213
oeroman@donware.com	2	Klijubar Holdings	Tipwerpopistor	air_handler	heatpump			24.8	38.5				5643
oeroman@donware.com	3	Parpebantor Holdings	Unglibplax	air_handler	heater,air_conditioner	19.4	electric						10206
ohudnall@ron-tech.com	1	Retinomman International Corp.	Endbanower	air_handler	heater		electric						5591
ohudnall@ron-tech.com	2	Survenilex WorldWide	Hapquestistor	air_handler	air_conditioner	1.2							4759
ohudnall@ron-tech.com	3	Emtanegar International	Frodudilantor	air_handler	heater,heatpump		electric	23.6	57.0				9993
oloder@dambase.com	1	Superinentor International	Surpickan	air_handler	heatpump,heater		gas	22.1	44.3				10525
oloder@dambase.com	2	Reweror Holdings Company	Thrumunopentor	air_handler	air_conditioner	3.1							8532
oloder@dambase.com	3	Adbanonover	Qwipebedgover	water_heater						thermosolar	16.2	180	7108
olorens@dambase.com	1	Winbanin Holdings Inc	Inwericower	air_handler	heatpump			15.7	54.2				6651
omaclead@kinnamplus.com	1	Adsapantor Direct Corp.		air_handler	air_conditioner	1.0							3438
omaclead@kinnamplus.com	2	Rerobower WorldWide Inc	Monweregantor	air_handler	heater,heatpump		electric	28.0	39.9				6712
omaclead@kinnamplus.com	3	Endcadan	Kliwericator	air_handler	heatpump			17.4	41.4				3715
omenter@dambase.com	1	Adtanollor Corp.	Tupnipiman	air_handler	air_conditioner,heater,heatpump	1.5	electric	15.3	45.0				9509
omenter@dambase.com	2	Doperin	Monsapicex	air_handler	heater		gas						3813
omenter@dambase.com	3	Emvenazz Holdings	Lomzapamentor	water_heater						electric	12.0	104	3988
oostolaza@zencorporation.com	1	Tipsapopex WorldWide	Qwinipedicator	air_handler	air_conditioner	1.2							3928
oostolaza@zencorporation.com	2	Rapsipupor International Company	Gropebonover	air_handler	heatpump,air_conditioner	1.6		19.6	36.4				5039
oostolaza@zencorporation.com	3	Unnipicator Corp.	Rejubegex	air_handler	heater		gas						3473
oostolaza@zencorporation.com	4	Qwirobicator Holdings		air_handler	heatpump			23.1	35.9				4692
opaa@codehow.com	1	Tipjubepover	Dopquestplicator	air_handler	heater,heatpump		electric	15.5	36.7				10331
opaa@codehow.com	2	Lombanazz	Empebimover	air_handler	heater		gas						7060
opaa@codehow.com	3	Lomquestadan International	Varsapewan	air_handler	heatpump			17.7	34.5				9052
opaa@year-job.com	1	Lomfropor	Haphupinor	air_handler	heater		gas						10596
opaa@year-job.com	2	Uptinover	Lomzaponax	air_handler	heatpump			24.5	42.0				9045
opaa@year-job.com	3	Qwiwerover WorldWide Company	Tuphupax	air_handler	heatpump			20.3	25.8				10556
opaa@year-job.com	4	Parquestower	Repickupentor	air_handler	heatpump			12.3	40.7				8662
opaulas@conecom.com	1	Tupmunedgantor Inc	Supnipicator	water_heater						gas	22.1		9161
opaulas@conecom.com	2	Trusapicator		air_handler	heater		fuel oil						7676
opaulas@conecom.com	3	Emtanopex Holdings	Monerax	air_handler	heater,air_conditioner	4.6	electric						13004
oplumer@sumace.com	1	Lomsapan Group	Unvenistor	water_heater						electric	23.9	92	5238
oplumer@sumace.com	2	Barquestan Inc	Upjubaquicator	air_handler	heatpump			25.2	47.9				4909
oplumer@sumace.com	3	Renipicator WorldWide	Inbanistor	air_handler	air_conditioner,heater	1.8	electric						7812
oregusters@openlane.com	1	Unwerinan Direct	Trukilin	air_handler	heater		gas						13158
